
100 2.9e-05
200 8.9e-05
300 0.000239
400 0.000376
500 0.000489
600 0.000969
700 0.001019
800 0.001207
900 0.001648
1000 0.001873
1100 0.002501
1200 0.002792
1300 0.003156
1400 0.003895
1500 0.004215
1600 0.004828
1700 0.0067
1800 0.007175
1900 0.007139
2000 0.007753
2100 0.00941
2200 0.009902
2300 0.010371
2400 0.011533
2500 0.014474
2600 0.015222
2700 0.015269
2800 0.01615
2900 0.018846
3000 0.018693
3100 0.020388
3200 0.021686
3300 0.022983
3400 0.024914
3500 0.026695
3600 0.030909
3700 0.029185
3800 0.033337
3900 0.034303
4000 0.038102
4100 0.038726
4200 0.041107
4300 0.042374
4400 0.046211
4500 0.046494
4600 0.04896
4700 0.051449
4800 0.05391
4900 0.059779
5000 0.061661
5100 0.063197
5200 0.063573
5300 0.06766
5400 0.072259
5500 0.072805
5600 0.08166
5700 0.078612
5800 0.08112
5900 0.088159
6000 0.090439
6100 0.09724
6200 0.098586
6300 0.098544
6400 0.101772
6500 0.108621
6600 0.114065
6700 0.114104
6800 0.115377
6900 0.119305
7000 0.122864
7100 0.134116
7200 0.131353
7300 0.135358
7400 0.142548
7500 0.150539
7600 0.155875
7700 0.153598
7800 0.158095
7900 0.163848
8000 0.166496
8100 0.17513
8200 0.175914
8300 0.181018
8400 0.189287
8500 0.189086
8600 0.194266
8700 0.202695
8800 0.201485
8900 0.213968
9000 0.218299
9100 0.235635
9200 0.233592
9300 0.228988
9400 0.23764
9500 0.241967
9600 0.257582
9700 0.256403
9800 0.260043
9900 0.265228
10000 0.263403
10100 0.282382
10200 0.276561
10300 0.282142
10400 0.293234
10500 0.293828
10600 0.302188
10700 0.306491
10800 0.31455
10900 0.327112
11000 0.327799
11100 0.340164
11200 0.341637
11300 0.362844
11400 0.361939
11500 0.359066
